PublicationYear,PMID,Type
2011,22038678,LETTER
2011,22037471,JOURNAL ARTICLE
2011,22037345,JOURNAL ARTICLE
2011,22036559,JOURNAL ARTICLE
2011,22031507,JOURNAL ARTICLE
2011,22030748,JOURNAL ARTICLE
2011,22028591,JOURNAL ARTICLE
2011,22025765,JOURNAL ARTICLE
2011,21995776,JOURNAL ARTICLE
2011,22021209,JOURNAL ARTICLE
2011,22021189,JOURNAL ARTICLE
2011,22021171,JOURNAL ARTICLE
2011,22016979,ENGLISH ABSTRACT
2011,22015987,JOURNAL ARTICLE
2011,22011083,JOURNAL ARTICLE
2011,22009040,JOURNAL ARTICLE
2011,22003013,JOURNAL ARTICLE
2011,22001068,JOURNAL ARTICLE
2011,21999999,JOURNAL ARTICLE
2011,21999518,JOURNAL ARTICLE
2011,21999513,JOURNAL ARTICLE
2011,21998566,JOURNAL ARTICLE
2011,21998392,JOURNAL ARTICLE
2011,21994219,JOURNAL ARTICLE
2011,21993287,ENGLISH ABSTRACT
2011,21993285,ENGLISH ABSTRACT
2011,21987714,COMPARATIVE STUDY
2011,21968838,JOURNAL ARTICLE
2011,21966380,JOURNAL ARTICLE
2011,21963685,JOURNAL ARTICLE
2011,21963605,JOURNAL ARTICLE
2011,21952724,JOURNAL ARTICLE
2010,21949673,JOURNAL ARTICLE
2010,21949672,JOURNAL ARTICLE
2011,21947711,JOURNAL ARTICLE
2011,21946161,JOURNAL ARTICLE
2011,21946159,JOURNAL ARTICLE
2011,21945141,JOURNAL ARTICLE
2011,21943889,JOURNAL ARTICLE
2011,21942298,JOURNAL ARTICLE
2011,21941243,NEWS
2011,21938060,JOURNAL ARTICLE
2011,21936941,JOURNAL ARTICLE
2011,21934106,JOURNAL ARTICLE
2011,21933410,JOURNAL ARTICLE
2011,21932250,JOURNAL ARTICLE
2011,21930952,JOURNAL ARTICLE
2011,21928337,JOURNAL ARTICLE
2011,21921236,JOURNAL ARTICLE
2010,21918511,JOURNAL ARTICLE
2011,21909129,COMMENT
2011,21908633,JOURNAL ARTICLE
2011,21901127,JOURNAL ARTICLE
2011,21894343,JOURNAL ARTICLE
2011,21889892,JOURNAL ARTICLE
2011,21889585,JOURNAL ARTICLE
2009,21886683,JOURNAL ARTICLE
2009,21886681,JOURNAL ARTICLE
2009,21886680,JOURNAL ARTICLE
2011,21886679,JOURNAL ARTICLE
2011,21885786,JOURNAL ARTICLE
2011,21885784,JOURNAL ARTICLE
2011,21885775,JOURNAL ARTICLE
2011,21885774,JOURNAL ARTICLE
2011,21885773,JOURNAL ARTICLE
2011,21885772,JOURNAL ARTICLE
2011,21885771,NEWS
2011,21885770,NEWS
2011,21885769,NEWS
2011,21885768,BIOGRAPHY
2011,21885767,INTRODUCTORY JOURNAL ARTICLE
2011,21885740,EDITORIAL
2011,21876185,JOURNAL ARTICLE
2011,21876136,JOURNAL ARTICLE
2011,21868281,JOURNAL ARTICLE
2011,21865081,JOURNAL ARTICLE
2011,21857103,HISTORICAL ARTICLE
2011,21850228,JOURNAL ARTICLE
2011,21849394,JOURNAL ARTICLE
2011,21847113,JOURNAL ARTICLE
2011,21845921,JOURNAL ARTICLE
2011,21845920,JOURNAL ARTICLE
2011,21845919,JOURNAL ARTICLE
2011,21845918,JOURNAL ARTICLE
2011,21845917,JOURNAL ARTICLE
2011,21845905,EDITORIAL
2011,21842904,JOURNAL ARTICLE
2011,21840209,JOURNAL ARTICLE
2011,21837987,ENGLISH ABSTRACT
2011,21834133,COMPARATIVE STUDY
2011,21830782,JOURNAL ARTICLE
2011,21829723,JOURNAL ARTICLE
2011,21829093,JOURNAL ARTICLE
2011,21822294,JOURNAL ARTICLE
2011,21822239,LETTER
2011,21819595,JOURNAL ARTICLE
2011,21816086,JOURNAL ARTICLE
2010,21811230,JOURNAL ARTICLE
2011,21805990,JOURNAL ARTICLE
2011,21787791,JOURNAL ARTICLE
2011,21787416,JOURNAL ARTICLE
2011,21787273,JOURNAL ARTICLE
2011,21786379,JOURNAL ARTICLE
2011,21778388,COMMENT
2011,21777466,JOURNAL ARTICLE
2011,21776530,JOURNAL ARTICLE
2010,21776082,JOURNAL ARTICLE
2011,21767943,EDITORIAL
2010,21765813,JOURNAL ARTICLE
2011,21764733,COMMENT
2011,21764025,JOURNAL ARTICLE
2011,21750718,JOURNAL ARTICLE
2011,21747695,JOURNAL ARTICLE
2011,21738765,JOURNAL ARTICLE
2011,21738459,JOURNAL ARTICLE
2011,21737716,NEWS
2011,21731597,JOURNAL ARTICLE
2010,21729783,JOURNAL ARTICLE
2011,21729747,JOURNAL ARTICLE
2011,21728241,EDITORIAL
2011,21722748,JOURNAL ARTICLE
2011,21721746,JOURNAL ARTICLE
2011,21716994,JOURNAL ARTICLE
2011,21712439,JOURNAL ARTICLE
2011,21700876,JOURNAL ARTICLE
2011,21700858,COMMENT
2011,21700839,JOURNAL ARTICLE
2011,21695787,JOURNAL ARTICLE
2011,21689739,JOURNAL ARTICLE
2010,21685903,JOURNAL ARTICLE
2011,21684801,JOURNAL ARTICLE
2011,21682935,CONGRESS
2011,21681984,JOURNAL ARTICLE
2011,21681967,JOURNAL ARTICLE
2011,21681966,JOURNAL ARTICLE
2011,21681965,JOURNAL ARTICLE
2011,21681964,JOURNAL ARTICLE
2011,21681963,JOURNAL ARTICLE
2011,21679747,EVALUATION STUDY
2011,21677717,NEWS
2011,21670266,JOURNAL ARTICLE
2011,21667338,JOURNAL ARTICLE
2011,21664809,JOURNAL ARTICLE
2011,21661120,JOURNAL ARTICLE
2011,21653554,JOURNAL ARTICLE
2011,21648094,JOURNAL ARTICLE
2011,21648093,JOURNAL ARTICLE
2010,21645422,JOURNAL ARTICLE
2011,21642531,JOURNAL ARTICLE
2011,21636982,JOURNAL ARTICLE
2011,21636262,JOURNAL ARTICLE
2011,21631605,JOURNAL ARTICLE
2011,21625636,JOURNAL ARTICLE
2010,21624379,JOURNAL ARTICLE
2010,21610729,EVALUATION STUDY
2010,21609695,EVALUATION STUDY
2011,21606349,HISTORICAL ARTICLE
2011,21605680,JOURNAL ARTICLE
2011,21601688,JOURNAL ARTICLE
2011,21601686,JOURNAL ARTICLE
2011,21601684,JOURNAL ARTICLE
2011,21601683,JOURNAL ARTICLE
2011,21601682,JOURNAL ARTICLE
2011,21601681,JOURNAL ARTICLE
2011,21601680,JOURNAL ARTICLE
2011,21601679,JOURNAL ARTICLE
2011,21601677,JOURNAL ARTICLE
2011,21601676,JOURNAL ARTICLE
2011,21601675,JOURNAL ARTICLE
2011,21601673,JOURNAL ARTICLE
2011,21601671,JOURNAL ARTICLE
2011,21601104,JOURNAL ARTICLE
2011,21601103,JOURNAL ARTICLE
2011,21601102,JOURNAL ARTICLE
2011,21601100,JOURNAL ARTICLE
2011,21601099,JOURNAL ARTICLE
2011,21601098,JOURNAL ARTICLE
2011,21601097,JOURNAL ARTICLE
2011,21601093,JOURNAL ARTICLE
2011,21601092,JOURNAL ARTICLE
2011,21601091,JOURNAL ARTICLE
2011,21601090,JOURNAL ARTICLE
2011,21601086,JOURNAL ARTICLE
2011,21601085,JOURNAL ARTICLE
2011,21601083,JOURNAL ARTICLE
2011,21601081,JOURNAL ARTICLE
2011,21601080,JOURNAL ARTICLE
2011,21601079,EDITORIAL
2010,21599203,JOURNAL ARTICLE
2011,21596778,EVALUATION STUDY
2011,21593873,JOURNAL ARTICLE
2011,21591680,JOURNAL ARTICLE
2011,21574073,JOURNAL ARTICLE
2011,21566184,COMPARATIVE STUDY
2011,21561673,JOURNAL ARTICLE
2010,21559524,JOURNAL ARTICLE
2011,21558172,JOURNAL ARTICLE
2011,21556016,JOURNAL ARTICLE
2011,21555549,JOURNAL ARTICLE
2011,21553191,JOURNAL ARTICLE
2011,21548810,JOURNAL ARTICLE
2011,21535064,JOURNAL ARTICLE
2010,21533774,JOURNAL ARTICLE
2011,21533097,JOURNAL ARTICLE
2011,21526386,JOURNAL ARTICLE
2011,21516083,JOURNAL ARTICLE
2011,21514140,JOURNAL ARTICLE
2009,21509695,JOURNAL ARTICLE
2011,21486653,JOURNAL ARTICLE
2011,21486242,EDITORIAL
2010,21484320,JOURNAL ARTICLE
2011,21483917,JOURNAL ARTICLE
2011,21481758,JOURNAL ARTICLE
2011,21472998,JOURNAL ARTICLE
2011,21470897,JOURNAL ARTICLE
2010,21468209,EVALUATION STUDY
2010,21468204,JOURNAL ARTICLE
2010,21464970,JOURNAL ARTICLE
2011,21464074,JOURNAL ARTICLE
2010,21451590,JOURNAL ARTICLE
2011,29983697,JOURNAL ARTICLE
2010,21445351,JOURNAL ARTICLE
2011,21445007,JOURNAL ARTICLE
2010,21439475,JOURNAL ARTICLE
2011,21437339,JOURNAL ARTICLE
2010,21435895,JOURNAL ARTICLE
2010,21435376,JOURNAL ARTICLE
2010,21423576,JOURNAL ARTICLE
2011,21420291,JOURNAL ARTICLE
2010,21416513,JOURNAL ARTICLE
2011,21414477,JOURNAL ARTICLE
2011,21404424,JOURNAL ARTICLE
2010,21404416,JOURNAL ARTICLE
2010,21399700,JOURNAL ARTICLE
2010,21399622,JOURNAL ARTICLE
2010,21394738,JOURNAL ARTICLE
2010,21390321,JOURNAL ARTICLE
2011,21390018,COMMENT
2011,21375304,JOURNAL ARTICLE
2010,21373974,JOURNAL ARTICLE
2010,21369886,JOURNAL ARTICLE
2010,21364738,EVALUATION STUDY
2010,21364573,JOURNAL ARTICLE
2011,21363961,JOURNAL ARTICLE
2010,21354389,JOURNAL ARTICLE
2010,21353303,JOURNAL ARTICLE
2010,21347422,JOURNAL ARTICLE
2010,21342504,JOURNAL ARTICLE
2010,21328545,JOURNAL ARTICLE
2010,21327859,JOURNAL ARTICLE
2011,21327279,JOURNAL ARTICLE
2010,21327060,JOURNAL ARTICLE
2010,21327053,EDITORIAL
2010,21326830,JOURNAL ARTICLE
2010,21326829,JOURNAL ARTICLE
2011,21326277,COMMENT
2011,21323388,JOURNAL ARTICLE
2011,21321752,JOURNAL ARTICLE
2011,21319858,JOURNAL ARTICLE
2011,21310982,NEWS
2011,21310602,JOURNAL ARTICLE
2011,21301743,JOURNAL ARTICLE
2011,21296753,JOURNAL ARTICLE
2011,21293463,JOURNAL ARTICLE
2010,21291926,JOURNAL ARTICLE
2010,21284851,JOURNAL ARTICLE
2010,21283142,JOURNAL ARTICLE
2010,21283141,JOURNAL ARTICLE
2011,21279229,EDITORIAL
2011,21278186,JOURNAL ARTICLE
2010,21272352,JOURNAL ARTICLE
2011,21266100,JOURNAL ARTICLE
2011,21258712,JOURNAL ARTICLE
2011,21255316,JOURNAL ARTICLE
2010,21247470,JOURNAL ARTICLE
2011,21246151,JOURNAL ARTICLE
2010,21245923,JOURNAL ARTICLE
2011,21245035,JOURNAL ARTICLE
2010,21240283,JOURNAL ARTICLE
2011,21229999,JOURNAL ARTICLE
2011,21228867,NEWS
2011,21224286,JOURNAL ARTICLE
2010,21219666,JOURNAL ARTICLE
2011,21218630,ENGLISH ABSTRACT
2009,21215760,JOURNAL ARTICLE
2009,21215374,JOURNAL ARTICLE
2010,21215324,JOURNAL ARTICLE
2011,21212778,JOURNAL ARTICLE
2011,21209635,HISTORICAL ARTICLE
2010,21208654,JOURNAL ARTICLE
2011,21204309,EDITORIAL
2011,21204002,NEWS
2010,21203957,JOURNAL ARTICLE
2010,21203934,JOURNAL ARTICLE
2011,21195235,EDITORIAL
2010,32214738,JOURNAL ARTICLE
2011,25382053,JOURNAL ARTICLE
2009,21189841,JOURNAL ARTICLE
2010,21189731,JOURNAL ARTICLE
2010,21189477,"RESEARCH SUPPORT, NON-U.S. GOV'T"
2010,21187226,JOURNAL ARTICLE
2010,21177742,NEWS
2010,21172029,JOURNAL ARTICLE
2010,21167053,JOURNAL ARTICLE
2010,21164460,JOURNAL ARTICLE
2010,21163979,NEWS
2010,21160071,JOURNAL ARTICLE
2010,21154668,JOURNAL ARTICLE
2010,21153514,JOURNAL ARTICLE
2010,21148687,EVALUATION STUDY
2010,21148544,JOURNAL ARTICLE
2010,21142764,JOURNAL ARTICLE
2010,21139611,COMMENT
2010,21139590,NEWS
2010,21124952,JOURNAL ARTICLE
2010,21123684,CONGRESS
2010,21123647,JOURNAL ARTICLE
2010,21121060,JOURNAL ARTICLE
2010,21121058,JOURNAL ARTICLE
2010,21117098,JOURNAL ARTICLE
2010,21113166,JOURNAL ARTICLE
2010,21113165,JOURNAL ARTICLE
2010,21109641,NEWS
2010,21109019,JOURNAL ARTICLE
2010,21108977,JOURNAL ARTICLE
2010,21108270,JOURNAL ARTICLE
2010,21106182,JOURNAL ARTICLE
2010,21102527,JOURNAL ARTICLE
2010,21095906,JOURNAL ARTICLE
2010,21085165,COMMENT
2010,21083317,EDITORIAL
2010,21079669,JOURNAL ARTICLE
2010,21079593,JOURNAL ARTICLE
2010,21079589,JOURNAL ARTICLE
2010,21068213,JOURNAL ARTICLE
2010,21064036,JOURNAL ARTICLE
2010,21062820,JOURNAL ARTICLE
2010,21052559,JOURNAL ARTICLE
2010,21048740,BIOGRAPHY
2010,21048708,JOURNAL ARTICLE
2010,21035461,JOURNAL ARTICLE
2010,21034806,JOURNAL ARTICLE
2010,21031174,JOURNAL ARTICLE
2010,20979077,JOURNAL ARTICLE
2010,20969900,JOURNAL ARTICLE
2010,20967799,JOURNAL ARTICLE
2010,20954387,ENGLISH ABSTRACT
2010,20948905,JOURNAL ARTICLE
2010,20944664,JOURNAL ARTICLE
2010,20944581,COMMENT
2010,20936671,JOURNAL ARTICLE
2010,20936643,JOURNAL ARTICLE
2010,20935316,JOURNAL ARTICLE
2010,20934319,JOURNAL ARTICLE
2010,20889773,JOURNAL ARTICLE
2010,20888042,JOURNAL ARTICLE
2010,20880988,JOURNAL ARTICLE
2010,20876687,JOURNAL ARTICLE
2010,20866841,JOURNAL ARTICLE
2010,20840736,JOURNAL ARTICLE
2010,20853106,JOURNAL ARTICLE
2010,20843779,JOURNAL ARTICLE
2010,20841324,JOURNAL ARTICLE
2010,20837528,JOURNAL ARTICLE
2010,20833322,JOURNAL ARTICLE
2010,20829028,JOURNAL ARTICLE
2010,20827738,JOURNAL ARTICLE
2010,20827393,JOURNAL ARTICLE
2010,20825349,JOURNAL ARTICLE
2010,20822107,JOURNAL ARTICLE
2010,20821707,COMPARATIVE STUDY
2010,20821706,COMPARATIVE STUDY
2009,20816865,JOURNAL ARTICLE
2010,20815895,JOURNAL ARTICLE
2010,20815248,ENGLISH ABSTRACT
2010,20812316,JOURNAL ARTICLE
2009,20805932,JOURNAL ARTICLE
2010,20733948,JOURNAL ARTICLE
2010,20730551,JOURNAL ARTICLE
2010,20729899,JOURNAL ARTICLE
2010,20728053,JOURNAL ARTICLE
2010,20727604,JOURNAL ARTICLE
2010,20727603,JOURNAL ARTICLE
2010,20717565,JOURNAL ARTICLE
2010,20713708,JOURNAL ARTICLE
2010,20708919,JOURNAL ARTICLE
2010,20702081,JOURNAL ARTICLE
2010,20691580,JOURNAL ARTICLE
2010,20689598,JOURNAL ARTICLE
2010,20688080,JOURNAL ARTICLE
2010,20681585,JOURNAL ARTICLE
2010,20671114,JOURNAL ARTICLE
2010,20669782,JOURNAL ARTICLE
2010,20665070,INTRODUCTORY JOURNAL ARTICLE
2010,20664845,JOURNAL ARTICLE
2010,20663405,JOURNAL ARTICLE
2010,20658700,EDITORIAL
2010,20647432,NEWS
2010,20640935,JOURNAL ARTICLE
2010,20639523,JOURNAL ARTICLE
2010,20638633,EDITORIAL
2010,20638269,JOURNAL ARTICLE
2010,20628073,JOURNAL ARTICLE
2010,20627988,NEWS
2010,20602528,JOURNAL ARTICLE
2010,20594333,JOURNAL ARTICLE
2010,20594314,JOURNAL ARTICLE
2010,20594289,JOURNAL ARTICLE
2010,20591848,JOURNAL ARTICLE
2009,20589069,JOURNAL ARTICLE
2010,20583024,JOURNAL ARTICLE
2010,20579868,JOURNAL ARTICLE
2010,20576425,JOURNAL ARTICLE
2010,20552011,JOURNAL ARTICLE
2010,20551972,NEWS
2010,20551137,JOURNAL ARTICLE
2009,20549211,JOURNAL ARTICLE
2010,20547688,EDITORIAL
2010,20535234,JOURNAL ARTICLE
2010,20534632,JOURNAL ARTICLE
2010,20534150,JOURNAL ARTICLE
2010,20525537,JOURNAL ARTICLE
2009,20525212,JOURNAL ARTICLE
2010,20514043,JOURNAL ARTICLE
2010,20505881,EVALUATION STUDY
2009,20504310,JOURNAL ARTICLE
2010,20492662,JOURNAL ARTICLE
2010,20485744,JOURNAL ARTICLE
2010,20485551,JOURNAL ARTICLE
2010,20485291,JOURNAL ARTICLE
2009,20478019,JOURNAL ARTICLE
2010,20474034,JOURNAL ARTICLE
2010,20473408,JOURNAL ARTICLE
2009,20453864,JOURNAL ARTICLE
2010,20447859,JOURNAL ARTICLE
2010,20440275,JOURNAL ARTICLE
2010,20436666,JOURNAL ARTICLE
2010,21865867,JOURNAL ARTICLE
2010,20423911,EDITORIAL
2009,20422192,JOURNAL ARTICLE
2009,20418962,JOURNAL ARTICLE
2009,20417607,JOURNAL ARTICLE
2009,20414363,JOURNAL ARTICLE
2010,20410460,JOURNAL ARTICLE
2009,20400967,JOURNAL ARTICLE
2010,20396881,JOURNAL ARTICLE
2010,20395970,JOURNAL ARTICLE
2008,20393580,JOURNAL ARTICLE
2010,20391526,JOURNAL ARTICLE
2010,20387835,JOURNAL ARTICLE
2010,20385577,JOURNAL ARTICLE
2010,20351688,LETTER
2010,20349508,JOURNAL ARTICLE
2010,20349441,JOURNAL ARTICLE
2010,20349440,JOURNAL ARTICLE
2009,20346409,JOURNAL ARTICLE
2009,20338515,JOURNAL ARTICLE
2010,20308161,JOURNAL ARTICLE
2010,20299341,JOURNAL ARTICLE
2010,20238390,JOURNAL ARTICLE
2010,20236988,JOURNAL ARTICLE
2009,20234875,JOURNAL ARTICLE
2009,20232063,JOURNAL ARTICLE
2009,20231879,JOURNAL ARTICLE
2010,20226723,JOURNAL ARTICLE
2010,20219419,JOURNAL ARTICLE
2010,20217846,JOURNAL ARTICLE
2010,20217844,JOURNAL ARTICLE
2010,20215443,JOURNAL ARTICLE
2009,20212522,JOURNAL ARTICLE
2010,20211841,JOURNAL ARTICLE
2010,20211837,JOURNAL ARTICLE
2009,20211003,EVALUATION STUDY
2009,20206495,JOURNAL ARTICLE
2009,20205762,JOURNAL ARTICLE
2009,20205728,JOURNAL ARTICLE
2010,20205520,JOURNAL ARTICLE
2010,20200068,JOURNAL ARTICLE
2009,20195774,JOURNAL ARTICLE
2010,20194062,NEWS
2010,20193785,JOURNAL ARTICLE
2010,20192780,JOURNAL ARTICLE
2010,20192734,JOURNAL ARTICLE
2010,20191652,JOURNAL ARTICLE
2009,20186253,JOURNAL ARTICLE
2010,20182930,JOURNAL ARTICLE
2009,20181356,JOURNAL ARTICLE
2010,20179828,JOURNAL ARTICLE
2010,20174681,JOURNAL ARTICLE
2010,20167639,JOURNAL ARTICLE
2010,20160009,JOURNAL ARTICLE
2010,20159999,JOURNAL ARTICLE
2009,20150964,JOURNAL ARTICLE
2009,20149718,JOURNAL ARTICLE
2010,20147626,JOURNAL ARTICLE
2009,20143230,JOURNAL ARTICLE
2010,20142500,JOURNAL ARTICLE
2010,20133776,JOURNAL ARTICLE
2010,20133756,JOURNAL ARTICLE
2010,20128220,JOURNAL ARTICLE
2010,20121477,JOURNAL ARTICLE
2009,20090831,JOURNAL ARTICLE
2009,20090747,JOURNAL ARTICLE
2010,20090739,COMMENT
2010,20090726,NEWS
2009,20089184,JOURNAL ARTICLE
2010,20085704,JOURNAL ARTICLE
2010,20085699,JOURNAL ARTICLE
2010,20071370,JOURNAL ARTICLE
2010,20069577,JOURNAL ARTICLE
2010,20051590,EDITORIAL
2010,20050612,JOURNAL ARTICLE
2010,20043634,JOURNAL ARTICLE
2010,23653712,JOURNAL ARTICLE
2010,22432571,JOURNAL ARTICLE
2010,21437213,EDITORIAL
2010,21423352,JOURNAL ARTICLE
2009,20037734,JOURNAL ARTICLE
2009,20031400,JOURNAL ARTICLE
2009,20024125,JOURNAL ARTICLE
2009,20024068,JOURNAL ARTICLE
2009,20023853,JOURNAL ARTICLE
2009,20023716,JOURNAL ARTICLE
2009,20020775,LETTER
2009,20017539,JOURNAL ARTICLE
2009,20016492,NEWS
2009,20013371,JOURNAL ARTICLE
2009,20010597,JOURNAL ARTICLE
2009,20010587,JOURNAL ARTICLE
2009,20010586,JOURNAL ARTICLE
2009,20005895,JOURNAL ARTICLE
2009,20004672,JOURNAL ARTICLE
2009,19997611,JOURNAL ARTICLE
2009,19965138,JOURNAL ARTICLE
2009,19964167,JOURNAL ARTICLE
2009,19948487,JOURNAL ARTICLE
2009,19941672,JOURNAL ARTICLE
2009,19941408,JOURNAL ARTICLE
2009,19938470,ENGLISH ABSTRACT
2009,19931102,JOURNAL ARTICLE
2009,19927318,JOURNAL ARTICLE
2009,19915551,JOURNAL ARTICLE
2009,19914258,JOURNAL ARTICLE
2009,19914160,COMMENT
2009,19908399,CONGRESS
2009,19908398,JOURNAL ARTICLE
2009,19908397,JOURNAL ARTICLE
2009,19908395,JOURNAL ARTICLE
2009,19908394,JOURNAL ARTICLE
2009,19908393,JOURNAL ARTICLE
2009,19908391,JOURNAL ARTICLE
2009,19906839,JOURNAL ARTICLE
2009,19903483,JOURNAL ARTICLE
2009,19898500,JOURNAL ARTICLE
2009,19887331,JOURNAL ARTICLE
2009,19884095,JOURNAL ARTICLE
2009,19879833,COMMENT
2009,19879178,JOURNAL ARTICLE
2009,19874625,JOURNAL ARTICLE
2009,19857142,JOURNAL ARTICLE
2009,19852247,BIOGRAPHY
2009,19852087,ENGLISH ABSTRACT
2009,19844915,JOURNAL ARTICLE
2009,19830715,JOURNAL ARTICLE
2009,19830714,JOURNAL ARTICLE
2009,19830713,JOURNAL ARTICLE
2009,19830708,EDITORIAL
2009,19823743,JOURNAL ARTICLE
2009,19822414,EDITORIAL
2009,19821059,JOURNAL ARTICLE
2009,19816808,JOURNAL ARTICLE
2009,19816807,JOURNAL ARTICLE
2009,19816806,JOURNAL ARTICLE
2009,19816805,JOURNAL ARTICLE
2009,19816804,JOURNAL ARTICLE
2009,19816803,JOURNAL ARTICLE
2009,19816802,JOURNAL ARTICLE
2009,19816801,JOURNAL ARTICLE
2009,19816800,JOURNAL ARTICLE
2009,19816799,JOURNAL ARTICLE
2009,19816798,JOURNAL ARTICLE
2009,19816797,JOURNAL ARTICLE
2009,19816796,JOURNAL ARTICLE
2009,19816795,JOURNAL ARTICLE
2009,19816794,JOURNAL ARTICLE
2009,19816793,JOURNAL ARTICLE
2009,19816554,JOURNAL ARTICLE
2009,19812699,JOURNAL ARTICLE
2008,19792617,JOURNAL ARTICLE
2008,19788895,JOURNAL ARTICLE
2009,19762224,JOURNAL ARTICLE
2009,19761615,JOURNAL ARTICLE
2009,19758796,JOURNAL ARTICLE
2009,19757805,JOURNAL ARTICLE
2009,19757497,JOURNAL ARTICLE
2009,19756311,JOURNAL ARTICLE
2009,19756010,JOURNAL ARTICLE
2009,19749271,JOURNAL ARTICLE
2009,19746161,JOURNAL ARTICLE
2009,19737387,JOURNAL ARTICLE
2008,19735694,JOURNAL ARTICLE
2009,19733047,JOURNAL ARTICLE
2009,19729295,JOURNAL ARTICLE
2009,19720519,JOURNAL ARTICLE
2009,21695819,HISTORICAL ARTICLE
2009,19700303,JOURNAL ARTICLE
2009,19696321,NEWS
2009,19669755,JOURNAL ARTICLE
2008,19669418,JOURNAL ARTICLE
2008,19665034,COMPARATIVE STUDY
2009,19658748,JOURNAL ARTICLE
2009,19636306,HISTORICAL ARTICLE
2009,19636305,JOURNAL ARTICLE
2009,19636303,JOURNAL ARTICLE
2009,19636300,JOURNAL ARTICLE
2009,19636299,JOURNAL ARTICLE
2009,19636297,JOURNAL ARTICLE
2009,19636296,JOURNAL ARTICLE
2009,19650080,JOURNAL ARTICLE
2009,19649325,JOURNAL ARTICLE
2009,19648956,JOURNAL ARTICLE
2009,19635039,JOURNAL ARTICLE
2009,19630940,JOURNAL ARTICLE
2009,19625306,JOURNAL ARTICLE
2009,19602353,HISTORICAL ARTICLE
2009,19591648,CONGRESS
2009,19589993,JOURNAL ARTICLE
2009,19586541,JOURNAL ARTICLE
2009,19580884,JOURNAL ARTICLE
2009,19578039,JOURNAL ARTICLE
2009,19571368,JOURNAL ARTICLE
2008,19566953,JOURNAL ARTICLE
2009,19566723,JOURNAL ARTICLE
2009,19562113,JOURNAL ARTICLE
2009,19562112,JOURNAL ARTICLE
2009,19562111,JOURNAL ARTICLE
2009,19562110,JOURNAL ARTICLE
2009,19562109,JOURNAL ARTICLE
2009,19562108,JOURNAL ARTICLE
2009,19562107,JOURNAL ARTICLE
2009,19559595,JOURNAL ARTICLE
2009,19556461,JOURNAL ARTICLE
2009,19522480,JOURNAL ARTICLE
2009,19502423,JOURNAL ARTICLE
2009,19494587,JOURNAL ARTICLE
2009,19493898,JOURNAL ARTICLE
2009,19493895,INTRODUCTORY JOURNAL ARTICLE
2008,19490874,JOURNAL ARTICLE
2009,19481606,JOURNAL ARTICLE
2009,19481438,JOURNAL ARTICLE
2009,19480631,JOURNAL ARTICLE
2009,19477984,JOURNAL ARTICLE
2009,19474079,JOURNAL ARTICLE
2009,19474076,JOURNAL ARTICLE
2009,19472367,JOURNAL ARTICLE
2009,19472329,JOURNAL ARTICLE
2009,19461664,JOURNAL ARTICLE
2008,19455134,JOURNAL ARTICLE
2009,19454530,JOURNAL ARTICLE
2009,19447816,JOURNAL ARTICLE
2009,19447673,JOURNAL ARTICLE
2009,19443689,JOURNAL ARTICLE
2009,19435742,JOURNAL ARTICLE
2009,19415076,JOURNAL ARTICLE
2008,19409633,JOURNAL ARTICLE
2008,19404476,JOURNAL ARTICLE
2008,19404464,JOURNAL ARTICLE
2008,19404433,JOURNAL ARTICLE
2009,19401437,JOURNAL ARTICLE
2009,19399223,JOURNAL ARTICLE
2009,19377462,JOURNAL ARTICLE
2009,19376831,JOURNAL ARTICLE
2009,19369997,NEWS
2009,19369258,JOURNAL ARTICLE
2009,19369220,JOURNAL ARTICLE
2009,19364720,JOURNAL ARTICLE
2009,19363068,JOURNAL ARTICLE
2009,19345182,COMMENT
2008,19343541,JOURNAL ARTICLE
2008,19327819,JOURNAL ARTICLE
2009,19324681,JOURNAL ARTICLE
2009,19324680,JOURNAL ARTICLE
2009,19324676,JOURNAL ARTICLE
2009,19324675,JOURNAL ARTICLE
2009,19324091,JOURNAL ARTICLE
2009,19318214,JOURNAL ARTICLE
2008,19318211,JOURNAL ARTICLE
2008,19318210,JOURNAL ARTICLE
2008,19318209,JOURNAL ARTICLE
2008,19318206,JOURNAL ARTICLE
2009,19318204,JOURNAL ARTICLE
2009,19318203,JOURNAL ARTICLE
2009,19304923,JOURNAL ARTICLE
2008,19298678,JOURNAL ARTICLE
2008,19265703,JOURNAL ARTICLE
2009,19264798,JOURNAL ARTICLE
2009,19263449,JOURNAL ARTICLE
2009,19259117,JOURNAL ARTICLE
2009,19258534,JOURNAL ARTICLE
2008,19257878,JOURNAL ARTICLE
2009,19255432,JOURNAL ARTICLE
2009,19252506,"RESEARCH SUPPORT, N.I.H., EXTRAMURAL"
2009,19220359,JOURNAL ARTICLE
2009,21261907,JOURNAL ARTICLE
2008,19239699,JOURNAL ARTICLE
2009,19239258,JOURNAL ARTICLE
2009,19229282,JOURNAL ARTICLE
2009,19206531,JOURNAL ARTICLE
2009,19204813,JOURNAL ARTICLE
2009,19204698,JOURNAL ARTICLE
2009,19203009,HISTORICAL ARTICLE
2009,19190091,JOURNAL ARTICLE
2009,19188257,JOURNAL ARTICLE
2008,19187953,JOURNAL ARTICLE
2009,19153995,CONGRESS
2009,19148089,COMMENT
2009,19138219,JOURNAL ARTICLE
2008,19118500,JOURNAL ARTICLE
